Rule		I=2,R=4		I=2,R=8		I=4,R=4		I=4,R=8
60	        28.6		42.9		71.4		85.7
90	        100.0		100.0		100.0		100.0
102         	0.0		71.4		85.7		100.0
105         	100.0		100.0		100.0		100.0
150         	100.0		100.0		100.0		100.0
153         	42.9		42.9		57.1		100.0
165         	100.0		100.0		100.0		100.0
180         	28.6		14.3		0.0		0.0
195	        28.6		57.1		57.1		85.7
